sample_idx,ts_utc,ms_today,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,input_voltage,temp_mos_max,temp_motor,battery_level
15,2025-09-27 23:27:15.985000+00:00,84435985,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.05124720227272727,0.3585544318181818,0.7374539999999999,-0.3510809318181818,-0.05149460227272727,0.9285352727272728,0.19086150000000002,0.12889435454545453,0.22364177272727273,,-0.061,-0.042,8629.83,8779.72,77.0,34.7,58.5,0.56
16,2025-09-27 23:27:16.085000+00:00,84436085,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.050952086138613864,0.3585730495049505,0.736954,-0.35061227722772276,-0.04982950297029703,0.9286537128712871,0.18451821782178218,-0.11634797029702967,0.26739494059405944,,-0.06173267326732673,-0.042,8629.83,8779.72,77.0,34.7,58.5,0.56
17,2025-09-27 23:27:16.185000+00:00,84436185,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.05081036048387097,0.35846881451612905,0.7365782177419354,-0.3496611451612903,-0.047440518548387094,0.9286932016129031,-0.0022630645161290375,-0.10529135483870967,0.23850090322580647,,-0.06141129032258064,-0.041411290322580646,8629.83,8779.72,77.0,34.7,58.5,0.56
18,2025-09-27 23:27:16.285000+00:00,84436285,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.050839161805555554,0.35841374305555557,0.7362456458333333,-0.34985279166666666,-0.04740972291666667,0.9287412013888888,0.0028707083333333328,-0.16169615277777777,0.25255944444444445,,-0.06134027777777778,-0.04134027777777778,8629.83,8779.72,77.0,34.7,58.5,0.56
19,2025-09-27 23:27:16.385000+00:00,84436385,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.05095467647058823,0.3583704705882353,0.7358857647058824,-0.35073488235294115,-0.04995171764705882,0.9287749411764705,0.24089611764705882,-0.4128507294117647,0.373327,,-0.062,-0.042,8629.83,8779.72,77.0,34.7,58.5,0.5600588235294118
20,2025-09-27 23:27:16.485000+00:00,84436485,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.05048448181818182,0.35755745454545457,0.7351319090909091,-0.34611636363636367,-0.052893913636363636,0.9285663181818182,0.18833327272727274,-0.017857036363636364,0.341954,,-0.06177272727272727,-0.041772727272727274,8629.83,8779.72,77.0,34.7,58.5,0.561
21,2025-09-27 23:27:16.585000+00:00,84436585,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.05031550888888889,0.3576049333333334,0.7346733333333334,-0.34827722222222224,-0.05116226888888889,0.9289382444444444,0.15838116444444444,0.10549627555555555,0.23471655555555557,,-0.061,-0.041,8629.83,8779.72,77.0,34.7,58.5,0.561
22,2025-09-27 23:27:16.685000+00:00,84436685,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0502496,0.35787064210526315,0.734248252631579,-0.34741033684210526,-0.052087797894736845,0.9294016842105264,0.08792851263157894,0.2695297578947368,0.27028693684210525,,-0.061,-0.041,8629.83,8779.72,77.0,34.7,58.5,0.561
23,2025-09-27 23:27:16.785000+00:00,84436785,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.05012744285714286,0.3581330595238095,0.7337967976190476,-0.3457847142857143,-0.049709116666666664,0.9296852380952381,0.2081647142857143,-0.004100952380952372,0.30174304761904763,,-0.061,-0.04155952380952381,8629.83,8779.72,77.0,34.7,58.5,0.561
24,2025-09-27 23:27:16.885000+00:00,84436885,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.04984786153846154,0.3581010769230769,0.7332983076923076,-0.3470626923076923,-0.055901784615384614,0.9296561538461539,0.23888,0.035548769230769245,0.2986425384615385,,-0.06169230769230769,-0.04130769230769231,8629.83,8779.72,77.0,34.7,58.5,0.561
25,2025-09-27 23:27:16.985000+00:00,84436985,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0494474,0.35814999999999997,0.7327532,-0.3500838,-0.05364704,0.9296804,0.3044544,0.06679264,0.40500499999999995,,-0.0612,-0.041,8629.83,8779.72,77.0,34.7,58.5,0.561
26,2025-09-27 23:27:17.085000+00:00,84437085,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.04914756593406593,0.3583053626373627,0.7322176703296703,-0.348148010989011,-0.05219978461538462,0.9297273406593406,0.12131577802197802,-0.011124201098901096,0.3233345054945055,,-0.061,-0.0419010989010989,8629.83,8779.72,77.0,34.7,58.5,0.561
27,2025-09-27 23:27:17.185000+00:00,84437185,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.04895077446808511,0.3583267765957447,0.7317159680851064,-0.3470115957446808,-0.04591739042553191,0.9296690425531915,0.0994159,0.04959287553191488,0.31073485106382975,,-0.06196808510638298,-0.04103191489361702,8629.83,8779.72,77.0,34.7,58.5,0.561
28,2025-09-27 23:27:17.285000+00:00,84437285,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.049154297826086955,0.35856660869565216,0.7312889782608696,-0.34536436956521743,-0.04624232826086956,0.9297175217391305,-0.23932621739130433,0.15883973695652176,0.20948595652173913,,-0.062,-0.04115217391304348,8629.83,8779.72,77.0,34.7,58.5,0.561
29,2025-09-27 23:27:17.385000+00:00,84437385,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.049783958823529414,0.3587976911764706,0.7310885147058823,-0.34828482352941176,-0.05134787794117647,0.92972925,-0.08205745441176471,-0.018725695588235294,0.2570832941176471,,-0.062,-0.042,8629.83,8779.72,77.0,34.7,58.5,0.561
30,2025-09-27 23:27:17.485000+00:00,84437485,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.04984013529411765,0.35876901470588235,0.7308363088235295,-0.35071129411764707,-0.04994368676470588,0.92956675,0.07176320735294117,-0.018863857352941178,0.24358917647058823,,-0.062,-0.042,8629.83,8779.72,77.0,34.7,58.5,0.561
31,2025-09-27 23:27:17.585000+00:00,84437585,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.049848,0.358765,0.730801,-0.351051,-0.0497471,0.929544,0.0932981,-0.0188832,0.2417,,-0.062,-0.04112244897959184,8629.83,8779.72,77.0,34.7,58.5,0.561
