ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
75599992;81.2;25.8;25.4;0;25.9;29.2;3.89;0.98;0.01;3.29;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.338;3.173;75599991;0.4299;0.0831;33.4711;6.905;0.872;548.68;0;0;0;1163.27;1168;1;75558404;0.0162436;0.267727;-1.83546;-0.265065;-0.0163061;0.954794;0.0113302;0.0497485;0.107644;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600074;81.2;25.8;25.5;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.005;0.074;75599991;0.4299;0.0831;33.4711;6.905;0.872;548.68;0;0;0;1163.27;1168;1;75599993;0.00640204;0.327153;-0.770776;-0.31657;-0.00184623;0.938391;0.0749446;0.258961;0.0296488;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600164;81.2;25.8;25.4;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.006;0.073;75600164;0.4299;0.0831;33.4711;6.905;0.872;548.706;0;0;0;1163.27;1168;1;75600076;0.0064356;0.327169;-0.770853;-0.31755;-0.0104584;0.938367;0.138559;0.188189;-0.0454808;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600254;81.2;25.8;25.4;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.006;0.073;75600164;0.4299;0.0831;33.4711;6.905;0.872;548.706;0;0;0;1163.27;1168;1;75600167;0.00629169;0.327285;-0.770971;-0.320288;-0.0106064;0.938376;-0.000905395;-0.0916715;-0.0303801;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600348;81.2;25.8;25.4;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.005;0.074;75600347;0.4299;0.0831;33.4711;6.905;0.872;548.756;0;0;0;1163.27;1168;1;75600258;0.00643436;0.327076;-0.771067;-0.321491;-0.0115512;0.938171;0.0749446;-0.301009;0.03538;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600487;81.2;25.8;25.4;0;25.9;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.006;0.073;75600347;0.4299;0.0831;33.4711;6.905;0.872;548.756;0;0;0;1163.27;1168;1;75600348;0.0064745;0.326479;-0.771142;-0.320774;-0.010118;0.937799;0.150795;-0.370355;0.0997074;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600583;81.2;25.8;25.4;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.005;0.074;75600488;0.4299;0.0831;33.4711;6.905;0.872;548.783;0;0;0;1163.27;1168;1;75600489;0.00640523;0.325685;-0.771234;-0.3179;0.00138362;0.93749;-0.273716;-0.2307;0.0652511;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600660;81.2;25.8;25.4;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.005;0.073;75600584;0.4299;0.0831;33.4711;6.905;0.872;548.803;0;0;0;1163.27;1168;1;75600585;0.00673419;0.326021;-0.771279;-0.315487;-0.00763271;0.938304;-0.210102;-0.0914837;-0.0120277;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600761;81.2;25.8;25.5;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.006;0.074;75600760;0.4299;0.0831;33.4711;6.905;0.872;548.824;0;0;0;1163.27;1168;1;75600663;0.00690368;0.325824;-0.771352;-0.318455;-0.00726239;0.938412;-0.0645196;-0.230888;0.0468986;75596999;47.59972295;-122.83505077;122.71014294;0.00000000;0.00000000;4.24417543;3.00000000;
75600888;81.2;25.8;25.5;0;25.8;29.2;0;0;0;0;0;0.001;0.4299;0.0831;33.4711;6.905;123427;123929;235.8;0;1;-0.005;0.073;75600883;0.4299;0.0831;33.4711;6.905;0.872;548.845;0;0;0;1163.27;1168;1;75600799;0.00750838;0.325818;-0.771316;-0.314352;-0.0101689;0.938783;-0.0645196;0.259086;0.0418838;75597999;47.59972295;-122.83505077;122.69410684;0.00000000;0.00000000;4.24437237;3.00000000;
