ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
74638560;81;28.2;27.8;0;28.2;30.2;-0.03;0;-0.05;-0.12;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.037;-0.054;74638419;0.5339;0.0955;42.0574;7.9235;0.858;539.794;0;0;0;1729.58;1740.49;1;74622628;0.0682242;0.332988;-2.65158;-0.323853;-0.0632092;0.937316;0.0174481;-0.0895306;0.178805;74636999;47.59976139;-122.83722494;126.76083606;0.00000000;0.00000000;4.79778767;3.00000000;
74638645;81;28.3;27.8;0;28.3;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74638560;0.5339;0.0955;42.0574;7.9235;0.858;539.819;0;0;0;1729.58;1740.49;1;74638561;0.0860331;0.321685;-2.53057;-0.313175;-0.0787788;0.940158;0.226644;0.33026;0.156154;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74638732;81;28.2;27.9;0;28.3;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74638645;0.5339;0.0955;42.0574;7.9235;0.858;539.836;0;0;0;1729.58;1740.49;1;74638646;0.0855254;0.32242;-2.53091;-0.312169;-0.0852336;0.940452;0.308612;0.261628;0.29021;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74638826;81;28.2;27.8;0;28.3;30.1;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74638733;0.5339;0.0955;42.0574;7.9235;0.858;539.859;0;0;0;1729.58;1740.49;1;74638736;0.0849248;0.322848;-2.53131;-0.317431;-0.0769233;0.940351;0.156912;0.260326;0.162988;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639013;81;28.2;27.8;0;28.2;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.006;-0.074;74638828;0.5339;0.0955;42.0574;7.9235;0.858;539.883;0;0;0;1729.58;1740.49;1;74638829;0.0849571;0.322858;-2.53153;-0.315742;-0.0857385;0.939926;0.00521243;-0.160954;0.0400647;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639097;81;28.3;27.8;0;28.2;30.1;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74639015;0.5339;0.0955;42.0574;7.9235;0.858;539.917;0;0;0;1729.58;1740.49;1;74639016;0.0840817;0.322761;-2.5321;-0.316954;-0.0828948;0.939422;0.460312;0.122937;0.418865;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639188;81;28.2;27.8;0;28.3;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.006;-0.074;74639098;0.5339;0.0955;42.0574;7.9235;0.858;539.946;0;0;0;1729.58;1740.49;1;74639099;0.0825687;0.322796;-2.53288;-0.315086;-0.0823032;0.939142;0.669509;-0.017243;0.401945;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639329;81;28.2;27.8;0;28.2;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.006;-0.074;74639282;0.5339;0.0955;42.0574;7.9235;0.858;539.989;0;0;0;1729.58;1740.49;1;74639190;0.0822819;0.322756;-2.53322;-0.31541;-0.0867899;0.939074;-0.355684;-0.372057;-0.0666556;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639416;81;28.2;27.8;0;28.3;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.006;-0.074;74639370;0.5339;0.0955;42.0574;7.9235;0.858;540.017;0;0;0;1729.58;1740.49;1;74639331;0.0832718;0.322272;-2.53316;-0.311282;-0.0837805;0.938881;-0.919659;0.0477077;-0.0917425;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639506;81;28.2;28;0;28.3;30.1;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.006;-0.074;74639461;0.5339;0.0955;42.0574;7.9235;0.858;540.041;0;0;0;1729.58;1740.49;1;74639417;0.0842919;0.321871;-2.53314;-0.312348;-0.0806913;0.938826;-0.203984;-0.09077;0.0577008;74637999;47.59976139;-122.83722494;126.76771663;0.00000000;0.00000000;4.79772282;3.00000000;
74639587;81;28.2;27.8;0;28.2;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74639544;0.5339;0.0955;42.0574;7.9235;0.858;540.064;0;0;0;1729.58;1740.49;1;74639507;0.0839745;0.321917;-2.53344;-0.312126;-0.078397;0.939041;0.523927;0.0521649;0.343735;74638999;47.59976139;-122.83722494;126.71973618;0.00000000;0.00000000;4.79765797;3.00000000;
74639677;81;28.2;27.8;0;28.3;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74639634;0.5339;0.0955;42.0574;7.9235;0.858;540.093;0;0;0;1729.58;1740.49;1;74639589;0.0828293;0.321967;-2.53397;-0.312271;-0.0812846;0.939216;0.669509;0.12275;0.400513;74638999;47.59976139;-122.83722494;126.71973618;0.00000000;0.00000000;4.79765797;3.00000000;
74639769;81;28.2;27.8;0;28.3;30.2;0;0;0;0;0;-0.001;0.5339;0.0955;42.0574;7.9235;183514;184672;54;0;1;0.005;-0.074;74639728;0.5339;0.0955;42.0574;7.9235;0.858;540.122;0;0;0;1729.58;1740.49;1;74639678;0.0821899;0.321976;-2.5344;-0.317414;-0.0701469;0.939387;-0.355684;-0.0220758;-0.0702376;74638999;47.59976139;-122.83722494;126.71973618;0.00000000;0.00000000;4.79765797;3.00000000;
