ride_id,sample_idx,_elapsed_ms,ts_utc,ts_pst,video_ts_anchor,ms_today,cf_accel,cf_brake,cf_cruise,cf_turn_left,cf_turn_right,cf_carve_left,cf_carve_right,cf_ascent,cf_descent,cf_traction_loss,cf_idle,cf_forward,cf_reverse,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_lat,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,input_voltage,temp_mos_max,temp_motor,battery_level,dt_ms,_on_grid
ride_49,0,0.0,2025-10-02 20:48:32.517000+00:00,2025-10-02 13:48:32.517,00:00:05.0,74912517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.15,0.43,-0.01,0.19,0.0282867,0.345649,-2.20291,-0.338147,-0.0213107,0.931023,0.733123,-0.158012,0.327532,47.59798571,0.0,-0.01,0.435,952.703,954.833,-122.82527321,100.7108808,0.0,0.0,81.7,24.2,27.1,0.903,100,True
,1,100.0,2025-10-02 20:48:32.617000+00:00,2025-10-02 13:48:32.617,00:00:05.1,74912617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0271114439560439,0.3133795274725275,1.1810253846153846,-0.3040097252747253,-0.0202061351648351,0.9431772747252748,0.2080242527472527,-0.2074565549450549,0.0814355945054945,47.59798571,,0.067,-0.029,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.3,27.1,0.903,100,True
,2,200.0,2025-10-02 20:48:32.717000+00:00,2025-10-02 13:48:32.717,00:00:05.2,74912717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0267612347826086,0.3131998695652174,1.1808291304347829,-0.3048616956521739,-0.0187921173913043,0.943525391304348,0.1098908782608695,-0.0543444217391304,0.0481213086956521,47.59798571,,0.067,-0.029,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.27391304347826,27.1,0.903,100,True
,3,300.0,2025-10-02 20:48:32.817000+00:00,2025-10-02 13:48:32.817,00:00:05.3,74912817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0267909186046511,0.3131800697674419,1.18075511627907,-0.3034757209302325,-0.0238840720930232,0.9439113023255814,0.0350006744186046,-0.0286758720930232,0.0802219348837209,47.59798571,,0.0673720930232558,-0.029,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.2,27.1,0.903,100,True
,4,400.0,2025-10-02 20:48:32.917000+00:00,2025-10-02 13:48:32.917,00:00:05.4,74912917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0268678333333333,0.3131908888888889,1.180689111111111,-0.3044289111111111,-0.0278880622222222,0.9441870444444443,0.0099166488888888,0.0544321777777777,0.1092818088888888,47.59798571,,0.068,-0.0284888888888888,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.25111111111111,27.1,0.903,100,True
,5,500.0,2025-10-02 20:48:33.017000+00:00,2025-10-02 13:48:33.017,00:00:05.5,74913017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0270026213483146,0.3132564943820224,1.1806562921348316,-0.3074574719101123,-0.029037402247191,0.9443726629213482,-0.151585213483146,0.0390323011235954,0.059670806741573,47.59798571,,0.068,-0.028,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.237078651685398,27.1,0.903,100,True
,6,600.0,2025-10-02 20:48:33.117000+00:00,2025-10-02 13:48:33.117,00:00:05.6,74913117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0271670146067415,0.3133659550561797,1.180644943820225,-0.3092657415730337,-0.0303582426966292,0.9445481460674156,-0.0480113616853932,0.0669936584269663,0.0250306775280898,47.59798571,,0.068,-0.028752808988764,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.2,27.1,0.903,100,True
,7,700.0,2025-10-02 20:48:33.217000+00:00,2025-10-02 13:48:33.217,00:00:05.7,74913217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.027072975510204,0.3134325510204081,1.1805365306122448,-0.3023609387755102,-0.0246928163265306,0.9446044897959184,0.0655828142857142,0.063837881632653,0.0883988571428571,47.59798571,,0.068,-0.029,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.279591836734696,27.1,0.903,100,True
,8,800.0,2025-10-02 20:48:33.317000+00:00,2025-10-02 13:48:33.317,00:00:05.8,74913317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0269551512195121,0.3135971951219512,1.1803929268292683,-0.3040503414634146,-0.0275211707317073,0.944649024390244,0.0130309853658536,-0.0185422,0.1081933414634146,47.59798571,,0.068,-0.029,952.703,954.833,-122.82527321,100.72629929,0.0,0.0,81.7,24.3,27.1,0.903,100,True
,9,900.0,2025-10-02 20:48:33.417000+00:00,2025-10-02 13:48:33.417,00:00:05.9,74913417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0266332068965517,0.3135969655172413,1.180241724137931,-0.3055698965517241,-0.0232426586206896,0.9445373448275862,0.4251248620689655,0.054229048275862,0.0737159310344827,47.59798571,,0.068,-0.0280344827586206,952.703,954.833,-122.82527321,100.72997798620688,0.0,0.0,81.7,24.3,27.1,0.903,100,True
