ride_id,sample_idx,_elapsed_ms,ts_utc,ts_pst,ms_today,cf_accel,cf_brake,cf_cruise,cf_turn_left,cf_turn_right,cf_carve_left,cf_carve_right,cf_ascent,cf_descent,cf_traction_loss,cf_idle,cf_forward,cf_reverse,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_lat,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,input_voltage,temp_mos_max,temp_motor,battery_level,dt_ms,_on_grid
,306,30600.0,2025-10-02 20:44:12.578000+00:00,2025-10-02 13:44:12.578,74652578,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.643744186046511,8041.523255813953,0.4861395348837209,-7.495232558139534,-17.694883720930235,0.3175581395348839,-17.60639534883721,-0.0098840296511627,0.0343878697674418,1.3923137209302323,0.2768951488372093,0.1082142558139534,1.0092252325581397,-3.7947630232558143,13.68030976744186,-9.095654302325585,47.59898428453488,,2.0625,24.20839534883721,93.46556976744186,94.2575581395349,-122.8309613839535,101.85699726965116,8.1668606927907,0.0,84.00581395348837,21.9,20.3,0.9089302325581397,100,True
,307,30700.0,2025-10-02 20:44:12.678000+00:00,2025-10-02 13:44:12.678,74652678,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.5117391304347825,7921.130434782609,0.5015652173913043,-5.85304347826087,-13.815217391304348,0.1552173913043478,-13.720434782608695,-0.00245149,0.0411524,1.4109,-0.0858699,0.485034,1.00724,3.35094,3.19634,-13.9207,47.59898516,,1.310391304347826,24.06908695652174,94.20295652173914,94.99404347826088,-122.83096114,101.84575424,8.17156315,0.0,83.6086956521739,21.9,20.4,0.9133478260869564,100,True
,308,30800.0,2025-10-02 20:44:12.778000+00:00,2025-10-02 13:44:12.778,74652778,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.439939393939394,7863.575757575758,0.496030303030303,-4.78969696969697,-11.210909090909093,-0.0048484848484848,-11.166060606060606,-0.0029369627272727,0.0419656969696969,1.4174357575757577,-0.0653056939393939,0.4483108484848485,1.0072630303030303,3.742998181818182,2.489719393939394,-14.978530303030304,47.59898516,,0.7724242424242425,24.057,94.90539393939396,95.69739393939396,-122.83096114,101.84575424,8.17156315,0.0,83.71212121212122,21.9,20.4,0.9174848484848486,100,True
,309,30900.0,2025-10-02 20:44:12.878000+00:00,2025-10-02 13:44:12.878,74652878,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.402060606060606,7823.424242424242,0.4899696969696969,-3.850303030303031,-9.02909090909091,-0.0351515151515151,-8.953939393939393,-0.0059711672727272,0.047048803030303,1.4582842424242424,0.0632205939393939,0.2187911515151515,1.0074069696969696,6.193361818181819,-1.926659393939394,-21.589969696969696,47.59898516,,0.3375757575757576,24.107,95.42660606060606,96.21860606060606,-122.83096114,101.84575424,8.17156315,0.0,83.78787878787878,21.9,20.4,0.9205151515151516,100,True
,310,31000.0,2025-10-02 20:44:12.978000+00:00,2025-10-02 13:44:12.978,74652978,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.376992700729927,7735.452554744525,0.4761240875912408,-4.901751824817518,-11.73956204379562,-0.0216058394160583,-11.684087591240877,-0.0220620373722627,0.0508158956204379,1.49314700729927,-0.0422297927007299,0.1122667591240876,1.0075710218978102,8.045910218978102,0.1102151824817521,-18.796982481751822,47.59898516,,0.8817518248175182,23.68212408759124,95.89750364963504,96.68889051094892,-122.83096114,101.84575424,8.17156315,0.0,83.86131386861314,21.9,20.4,0.9228394160583944,100,True
,311,31100.0,2025-10-02 20:44:13.078000+00:00,2025-10-02 13:44:13.078,74653078,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.282873684210526,7628.094736842106,0.4595894736842105,-6.1102105263157895,-14.981052631578947,-0.0891578947368421,-14.955894736842104,-0.0319083,0.0526796,1.51102,-0.121739,0.0682255,1.00766,8.96741,1.84123,-16.3673,47.59898516,,1.5134,23.070105263157892,96.7713052631579,97.5628,-122.83096114,101.84575424,8.17156315,0.0,84.09789473684211,21.9,20.4,0.9274631578947368,100,True
,312,31200.0,2025-10-02 20:44:13.178000+00:00,2025-10-02 13:44:13.178,74653178,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.142140186915888,7527.261682242991,0.4587757009345795,-5.564018691588785,-13.80747663551402,-0.0242056074766355,-13.773177570093456,-0.030178838317757,0.0554482841121495,1.5264839252336448,0.0881310560747663,0.0413750813084112,1.007485046728972,6.491184579439252,1.2048224112149533,-15.392178504672897,47.59898516,,1.2940280373831774,22.771626168224294,97.7255140186916,98.5175140186916,-122.83096114,101.84575424,8.17156315,0.0,84.15420560747664,21.9,20.4,0.9324579439252336,100,True
,313,31300.0,2025-10-02 20:44:13.278000+00:00,2025-10-02 13:44:13.278,74653278,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.049743362831858,7446.353982300885,0.4681946902654867,-3.826991150442478,-9.505309734513274,0.145929203539823,-9.413451327433627,-0.02788713539823,0.0579083017699115,1.5523537168141592,0.1837804044247787,0.0721654938053097,1.0060216814159293,-1.5400340707964602,0.777980814159292,-14.811954867256636,47.59898516,,0.5144601769911504,22.848681415929203,98.30628318584073,99.0982831858407,-122.83096114,101.84575424,8.17156315,0.0,83.68141592920354,21.9,20.4,0.9351946902654868,100,True
,314,31400.0,2025-10-02 20:44:13.378000+00:00,2025-10-02 13:44:13.378,74653378,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.987637362637363,7382.747252747253,0.471054945054945,-1.9836263736263733,-5.005054945054945,0.1524175824175824,-4.850989010989011,-0.0345771703296703,0.054699612087912,1.5892987912087913,-0.0198317654945054,0.0310458901098901,1.002066967032967,-1.9744157142857144,-0.1820973626373627,-18.18584945054945,47.59898516,,-0.2536923076923076,23.00504395604396,98.9114065934066,99.70340659340658,-122.83096114,101.84575424,8.17156315,0.0,83.0945054945055,21.9,20.4,0.9377032967032968,100,True
,315,31500.0,2025-10-02 20:44:13.478000+00:00,2025-10-02 13:44:13.478,74653478,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.942725274725275,7335.417582417583,0.4752527472527472,-0.8745054945054944,-2.29021978021978,0.1019780219780219,-2.1192307692307697,-0.056121645054945,0.0500977010989011,1.6442282417582417,0.0479236593406593,0.0310311978021977,0.9995142857142856,5.22904010989011,-0.0858941758241753,-17.204157582417583,47.5990107421978,,-0.697076923076923,23.052747252747253,99.73474725274724,100.52674725274726,-122.8309435910989,101.63233476835164,7.831235846703297,0.0,82.85494505494506,21.9,20.4,0.9394505494505494,100,True
,316,31600.0,2025-10-02 20:44:13.578000+00:00,2025-10-02 13:44:13.578,74653578,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.882204545454546,7266.068181818182,0.4910681818181818,-1.4197727272727272,-3.646363636363637,0.0288636363636363,-3.4693181818181817,-0.0656144272727272,0.0443830045454545,1.6702995454545455,-0.0057405227272727,0.0542221818181817,0.9986522727272727,5.389064772727274,-4.056456363636364,-10.292865,47.59904194,,-0.4387727272727272,22.72102272727273,100.59052272727271,101.38252272727271,-122.83092219,101.37206712,7.41620255,0.0,82.74318181818182,21.9,20.4,0.9411363636363635,100,True
,317,31700.0,2025-10-02 20:44:13.678000+00:00,2025-10-02 13:44:13.678,74653678,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.829217821782178,7214.059405940594,0.4789009900990099,-0.7317821782178218,-1.828613861386139,-0.0591089108910891,-1.804356435643564,-0.0654873,0.0400314,1.67777,-0.131052,-0.151249,0.996906,12.0675,-9.43983,-10.5506,47.59904194,,-0.6956039603960396,22.69789108910891,101.23377227722771,102.0251584158416,-122.83092219,101.37206712,7.41620255,0.0,82.76138613861386,21.9,20.4,0.942,100,True
,318,31800.0,2025-10-02 20:44:13.778000+00:00,2025-10-02 13:44:13.778,74653778,,,,0.0,,0.0,0.85,,,,0.0,0.95,0.0,6.753564102564103,7170.064102564103,0.4822051282051282,2.9264102564102563,6.78602564102564,0.2932051282051282,6.776410256410255,-0.0439997371794871,0.0382695948717948,1.698541282051282,-0.2706614487179487,0.2486122564102564,0.9989737435897436,5.229791025641025,-17.357762948717948,-3.2198937179487173,47.59904194,,-2.1948846153846158,23.15792307692308,101.96047435897437,102.7522564102564,-122.83092219,101.37206712,7.41620255,0.0,81.93974358974359,21.9,20.4,0.9427820512820512,100,True
,319,31900.0,2025-10-02 20:44:13.878000+00:00,2025-10-02 13:44:13.878,74653878,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.740143939393939,7170.80303030303,0.5127803030303031,5.3731060606060606,12.245454545454546,0.2993939393939394,12.249166666666667,-0.0408396878787878,0.0275034515151515,1.7329838636363637,-0.0270105909090908,0.2107156515151515,1.0001725,9.281713636363635,-12.83565287878788,-18.957012803030302,47.59904194,,-3.1779545454545453,23.51319696969697,102.46521212121212,103.25721212121212,-122.83092219,101.37206712,7.41620255,0.0,81.07121212121213,21.9,20.4,0.9417424242424242,100,True
,320,32000.0,2025-10-02 20:44:13.978000+00:00,2025-10-02 13:44:13.978,74653978,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.756166666666667,7204.9,0.5319666666666667,7.922000000000001,17.65566666666667,0.155,17.638666666666666,-0.0490368333333333,0.0178297733333333,1.774125,-0.0014922333333333,0.2058159,1.002784,9.045642,-8.866954666666667,-25.938723333333336,47.59904194,,-4.1785,23.921333333333333,103.04013333333332,103.83213333333332,-122.83092219,101.37206712,7.41620255,0.0,80.41666666666667,21.9,20.4,0.9393,100,True
,321,32100.0,2025-10-02 20:44:14.078000+00:00,2025-10-02 13:44:14.078,74654078,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.78835,7244.864285714286,0.5284642857142857,8.037142857142857,17.859214285714287,0.0028571428571428,17.8205,-0.0639728814285714,0.0117661376428571,1.8056473571428573,-0.14691165,0.0487596785714285,1.0051884285714283,1.8969397857142851,-6.768334357142857,-17.599847142857143,47.59904194,,-4.261657142857143,24.043521428571427,103.58501428571428,104.37701428571428,-122.83092219,101.37206712,7.41620255,0.0,80.41785714285714,21.9,20.4,0.9366928571428572,100,True
,322,32200.0,2025-10-02 20:44:14.178000+00:00,2025-10-02 13:44:14.178,74654178,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.820540540540541,7272.427027027027,0.5247675675675676,7.011567567567568,15.63654054054054,-0.0691351351351351,15.594486486486485,-0.07654898,0.0057598688648648,1.8258320540540545,-0.1866212,-0.2186193859459459,1.005935837837838,-3.6127227567567566,-4.457210594594594,-10.008750756756756,47.59904194,,-3.890675675675676,23.993394594594594,104.1435027027027,104.93550270270268,-122.83092219,101.37206712,7.41620255,0.0,80.50702702702704,21.9,20.4,0.9338648648648648,100,True
,323,32300.0,2025-10-02 20:44:14.278000+00:00,2025-10-02 13:44:14.278,74654278,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.842162162162162,7293.508108108108,0.5474702702702703,9.114270270270271,19.858162162162163,0.1254594594594594,19.853945945945945,-0.07510698,-0.0024601365405405,1.841794216216216,-0.1452412,-0.1306212237837837,1.0052493513513514,-3.462593027027027,-6.411594378378378,-8.710421027027026,47.59904194,,-4.617702702702703,24.257178378378377,105.1316108108108,105.9236108108108,-122.83092219,101.37206712,7.41620255,0.0,79.5881081081081,21.9,20.4,0.9284594594594596,100,True
,324,32400.0,2025-10-02 20:44:14.378000+00:00,2025-10-02 13:44:14.378,74654378,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.8752755905511815,7348.952755905511,0.5651181102362205,11.038267716535431,23.588976377952758,0.1592913385826772,23.591968503937007,-0.0793320149606299,-0.0134423491338582,1.855522125984252,-0.0966926362204724,-0.0520749143307086,1.00405031496063,-3.862714724409448,-6.4018160629921255,-4.92065,47.59904194,,-5.300984251968504,24.60259842519685,105.94570078740158,106.73770078740158,-122.83092219,101.37206712,7.41620255,0.0,79.02834645669292,21.9,20.4,0.9235826771653544,100,True
,325,32500.0,2025-10-02 20:44:14.478000+00:00,2025-10-02 13:44:14.478,74654478,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.9354000000000005,7461.866666666667,0.5753333333333333,12.613333333333332,26.372666666666667,-0.0506666666666666,26.336,-0.09154656,-0.02826658,1.8639313333333332,-0.0450613466666666,0.0265932146666666,1.0023173333333333,-5.473176,-2.8681066666666664,2.286506,47.599045712,,-5.894266666666667,25.083266666666667,106.4886,107.28053333333334,-122.83091926866666,101.38480818733332,7.429311788666667,0.0,79.03333333333333,21.9,20.4,0.9192666666666668,100,True
,326,32600.0,2025-10-02 20:44:14.578000+00:00,2025-10-02 13:44:14.578,74654578,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.0620666666666665,7538.162962962963,0.6012592592592593,13.872592592592593,28.402296296296296,0.1641481481481481,28.40266666666667,-0.0826772266666666,-0.0322863577777777,1.8587239259259256,-0.0911174207407407,0.2763930442962963,1.0043988148148149,-9.430576,0.9900414814814816,-0.7372051111111113,47.59908762311111,,-6.363896296296296,25.464007407407408,107.4174888888889,108.20868148148148,-122.8308868094074,101.52637560214816,7.574969996074074,0.0,78.29259259259258,21.9,20.4,0.9111185185185184,100,True
,327,32700.0,2025-10-02 20:44:14.678000+00:00,2025-10-02 13:44:14.678,74654678,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.168168539325842,7675.23595505618,0.5897078651685393,14.100224719101124,28.35629213483146,-0.2955056179775281,28.266516853932583,-0.0850168202247191,-0.0388172280898876,1.858675393258427,-0.1649634831460674,-0.0075105483146067,1.0042083146067415,16.47250898876404,-6.620589662921349,-1.461010449438202,47.59909852,,-6.533393258426966,25.839044943820223,108.19196629213484,108.98296629213483,-122.83087837,101.56318313,7.61284113,0.0,79.09775280898876,21.9,20.4,0.9031797752808988,100,True
,328,32800.0,2025-10-02 20:44:14.778000+00:00,2025-10-02 13:44:14.778,74654778,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.3051875,7795.510416666667,0.596625,13.33625,26.504583333333333,0.1223958333333333,26.483125,-0.0806746875,-0.0470300645833333,1.8524941666666668,0.0386799270833333,0.0278705552083333,0.99667828125,34.49036145833333,-9.2504340625,9.0939940625,47.59909852,,-6.38096875,26.245625,108.90916666666666,109.70016666666666,-122.83087837,101.56318313,7.61284113,0.0,78.76875,21.9,20.4,0.8966875,100,True
,329,32900.0,2025-10-02 20:44:14.878000+00:00,2025-10-02 13:44:14.878,74654878,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.398133333333333,7908.866666666667,0.5989888888888889,14.238777777777775,27.81277777777777,0.0218888888888888,27.802777777777777,-0.0659523366666666,-0.0474629611111111,1.8330095555555557,0.15557492,-0.4221582288888889,0.9965645444444444,-2.2281216666666666,-2.0877942222222226,24.79728777777778,47.59909852,,-6.6181,26.59458888888889,109.63967777777778,110.43166666666666,-122.83087837,101.56318313,7.61284113,0.0,78.40333333333334,21.9,20.4,0.8900666666666667,100,True
,330,33000.0,2025-10-02 20:44:14.978000+00:00,2025-10-02 13:44:14.978,74654978,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.488105263157895,7980.631578947368,0.6157894736842106,12.523157894736842,24.53526315789474,-0.0447368421052631,24.48894736842105,-0.0566924210526315,-0.0442570736842105,1.777843157894737,0.0121088563157894,0.116775,1.001728947368421,11.140712631578948,2.900151052631579,19.77692,47.59909852,,-6.0884210526315785,26.64084210526316,110.39547368421051,111.18736842105262,-122.83087837,101.56318313,7.61284113,0.0,78.7578947368421,21.9,20.4,0.8834736842105263,100,True
,331,33100.0,2025-10-02 20:44:15.078000+00:00,2025-10-02 13:44:15.078,74655078,,,,0.0,,0.0,0.85,,,,0.0,0.95,0.0,7.546,8028.0,0.5857142857142856,9.402857142857144,18.715714285714284,-0.2928571428571428,18.624285714285715,-0.0287511428571428,-0.0388561714285714,1.7511514285714287,0.07738133,0.1413035714285714,1.0055785714285714,-6.029911428571429,5.204015714285715,8.314919999999999,47.59909852,,-5.048571428571428,26.47542857142857,110.89171428571429,111.68285714285716,-122.83087837,101.56318313,7.61284113,0.0,79.88571428571429,21.9,20.4,0.8797142857142857,100,True
,332,33200.0,2025-10-02 20:44:15.178000+00:00,2025-10-02 13:44:15.178,74655178,,,,0.0,,0.0,0.85,,,,0.0,0.95,0.0,7.553553191489362,8029.244680851064,0.5834468085106382,9.150372340425532,18.25627659574468,-0.1418085106382978,18.19936170212766,-0.0286427154255319,-0.0349733281914893,1.7463600531914891,0.0284813521276595,0.0041325691489361,1.0083005319148937,3.975052074468085,3.4535039787234045,4.511052074468084,47.59909852,,-4.941047872340425,26.46726595744681,111.58272872340426,112.37415957446808,-122.83087837,101.56318313,7.61284113,0.0,79.75531914893617,21.9,20.4,0.8764148936170213,100,True
,333,33300.0,2025-10-02 20:44:15.278000+00:00,2025-10-02 13:44:15.278,74655278,0.3,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.549297872340426,8019.670212765957,0.5877021276595744,9.570585106382978,19.05414893617021,0.1028723404255319,19.050425531914893,-0.0350629813829787,-0.0314465728723404,1.7467057978723404,-0.0471998180851064,-0.1709679627659574,1.0107579787234044,20.35453611702128,0.7519656808510646,2.5035361170212767,47.59909852,,-5.052218085106382,26.49598936170213,112.31943085106384,113.11139361702128,-122.83087837,101.56318313,7.61284113,0.0,79.32978723404256,21.9,20.4,0.8732234042553192,100,True
,334,33400.0,2025-10-02 20:44:15.378000+00:00,2025-10-02 13:44:15.378,74655378,0.3,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.563343511450382,8040.954198473282,0.6024809160305343,10.92381679389313,21.52312977099237,-0.0261068702290076,21.480992366412213,-0.0288923778625954,-0.0245792358778625,1.7373403053435117,0.1703639312977099,-0.4613675801526717,1.0229961068702291,7.110729770992366,-1.6980802290076336,4.975327709923664,47.59909852,,-5.549671755725191,26.655083969465647,113.41950381679388,114.2115038167939,-122.83087837,101.56318313,7.61284113,0.0,79.53053435114504,21.9030534351145,20.4,0.8668473282442748,100,True
,335,33500.0,2025-10-02 20:44:15.478000+00:00,2025-10-02 13:44:15.478,74655478,0.3,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.596931297709924,8089.809160305343,0.5895038167938931,9.519236641221374,18.851374045801528,-0.1787786259541984,18.755801526717555,-0.0358793244274809,-0.0272776328244274,1.7063479389312977,0.076587213740458,-0.7809820839694657,1.0181487786259542,10.018974045801526,-4.497835954198473,18.58877045801527,47.59909852,,-5.066465648854962,26.63218320610687,114.18209923664122,114.97409923664122,-122.83087837,101.56318313,7.61284113,0.0,80.29389312977099,21.979389312977094,20.4,0.8630305343511451,100,True
,336,33600.0,2025-10-02 20:44:15.578000+00:00,2025-10-02 13:44:15.578,74655578,0.3,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.651422222222222,8136.2555555555555,0.5997888888888888,8.945333333333334,17.643333333333334,0.153111111111111,17.59011111111111,0.0032379755555555,-0.0193782488888888,1.6559887777777778,0.3044456944444444,-0.3048754555555555,1.0147148888888888,-30.610078888888893,8.802355666666667,19.76926,47.599140178666666,,-4.8978777777777776,26.831211111111116,114.95334444444444,115.74534444444444,-122.83082508811113,101.400570885,7.423405294555556,0.0,79.93222222222222,21.918888888888887,20.4,0.8595666666666667,100,True
,337,33700.0,2025-10-02 20:44:15.678000+00:00,2025-10-02 13:44:15.678,74655678,0.3,0.0,0.0,,,,,,,0.0,0.0,0.95,0.0,7.658338235294117,8122.639705882353,0.5907941176470588,9.20514705882353,18.170808823529413,0.0202941176470588,18.1125,0.0208362132352941,-0.0136701904411764,1.642291911764706,0.1341113970588235,-0.0433640036764706,1.015111029411765,-11.59881713235294,4.981223125,2.250829411764702,47.59914988,,-4.979323529411765,26.764264705882358,115.50488235294117,116.29688235294115,-122.83081268,101.36270228,7.3792901,0.0,80.10514705882353,21.9,20.4,0.8571691176470588,100,True
,338,33800.0,2025-10-02 20:44:15.778000+00:00,2025-10-02 13:44:15.778,74655778,0.3,0.0,0.0,,,,,,,0.0,0.0,0.95,0.0,7.648522727272727,8111.136363636364,0.5872727272727273,8.214318181818182,16.35818181818182,0.0081818181818181,16.272159090909092,0.0059170806818181,-0.0121337375,1.6448585227272727,-0.2287773863636363,0.246538471590909,1.0123579545454544,9.75866806818182,2.724621306818182,-1.9504075,47.59914988,,-4.6193409090909086,26.621034090909088,116.15594318181816,116.94740909090908,-122.83081268,101.36270228,7.3792901,0.0,80.19318181818181,21.95340909090909,20.4,0.8543977272727272,100,True
,339,33900.0,2025-10-02 20:44:15.878000+00:00,2025-10-02 13:44:15.878,74655878,0.3,0.0,0.0,,,,,,,0.0,0.0,0.95,0.0,7.644107142857143,8127.328571428571,0.58805,6.847071428571429,13.762571428571428,0.0019999999999999,13.675214285714286,-0.0157555921428571,-0.0133742221428571,1.6406407142857142,-0.2917212214285714,0.1073334071428571,1.0063245714285711,5.659691214285714,4.343102928571429,11.406053,47.59914988,,-4.137421428571429,26.562107142857144,116.77994285714286,117.57094285714284,-122.83081268,101.36270228,7.3792901,0.0,80.26857142857142,22.0,20.4,0.8525785714285714,100,True
,340,34000.0,2025-10-02 20:44:15.978000+00:00,2025-10-02 13:44:15.978,74655978,0.3,0.0,0.0,,,,,,,0.0,0.0,0.95,0.0,7.653265957446808,8144.574468085107,0.5833936170212766,6.121170212765957,12.342553191489362,-0.1357446808510638,12.270531914893615,-0.0133389978723404,-0.0123765453191489,1.6190536170212766,-0.0378985212765957,-0.2762425819148936,1.00116014893617,-4.189454468085106,4.828005212765957,19.985512765957445,47.59914988,,-3.860787234042553,26.53831914893617,117.3188829787234,118.11008510638295,-122.83081268,101.36270228,7.3792901,0.0,80.54042553191489,22.0,20.4,0.8517978723404255,100,True
,341,34100.0,2025-10-02 20:44:16.078000+00:00,2025-10-02 13:44:16.078,74656078,0.0,0.45,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.668909090909091,8123.920454545455,0.5741818181818181,4.832727272727272,9.89943181818182,-0.1195454545454545,9.793863636363636,0.0211370556818181,-0.0042503235227272,1.57491,0.2431290113636363,-0.1069390670454545,0.998194125,-9.553297613636364,8.702278181818182,11.058933522727273,47.59914988,,-3.3238977272727275,26.335556818181814,118.25795454545454,119.04995454545454,-122.83081268,101.36270228,7.3792901,0.0,80.92727272727272,22.0,20.4,0.8507159090909091,100,True
,342,34200.0,2025-10-02 20:44:16.178000+00:00,2025-10-02 13:44:16.178,74656178,0.0,0.45,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.626862068965517,8077.287356321839,0.5501954022988507,3.75816091954023,7.894827586206897,-0.1796551724137931,7.750344827586208,0.025441316091954,0.0016043747126436,1.558901724137931,0.0634176712643678,-0.0755485057471264,0.9989225632183908,-2.4173850574712663,6.10561,4.602729310344827,47.59914988,,-2.917965517241379,26.00664367816092,119.52750574712644,120.31950574712644,-122.83081268,101.36270228,7.3792901,0.0,81.54252873563217,22.0,20.4,0.85,100,True
,343,34300.0,2025-10-02 20:44:16.278000+00:00,2025-10-02 13:44:16.278,74656278,0.0,0.45,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.589257575757576,8030.030303030303,0.5360757575757576,2.6784848484848487,5.754545454545454,0.0062121212121212,5.618030303030303,0.0237241818181818,0.0086262272727272,1.552315909090909,-0.0756935878787878,0.1536968181818181,0.9976414242424244,3.5775757575757563,6.210712272727273,4.420793181818183,47.59914988,,-2.4603636363636365,25.7845303030303,120.1855909090909,120.97721212121212,-122.83081268,101.36270228,7.3792901,0.0,81.67575757575757,22.0,20.4,0.8503787878787878,100,True
,344,34400.0,2025-10-02 20:44:16.378000+00:00,2025-10-02 13:44:16.378,74656378,0.0,0.45,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.553611940298508,7977.880597014925,0.5297462686567165,1.9729850746268656,4.376119402985075,0.0053731343283582,4.181343283582089,0.0258654880597014,0.0160574014925373,1.5425305970149257,-0.1194775223880597,0.1663951223880597,0.9959758059701492,-19.70727910447761,10.726300149253731,9.140619104477612,47.59914988,,-2.123597014925373,25.559328358208955,120.77349253731344,121.56462686567164,-122.83081268,101.36270228,7.3792901,0.0,81.75970149253732,22.0,20.4,0.8515373134328358,100,True
,345,34500.0,2025-10-02 20:44:16.478000+00:00,2025-10-02 13:44:16.478,74656478,0.0,0.45,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.462567164179105,7888.328358208955,0.5394477611940299,1.711791044776119,3.9656716417910447,0.0352238805970149,3.6888059701492537,0.0345665328358208,0.0230135208955223,1.5294783582089553,-0.1086693134328358,0.0054569134328358,0.9940802835820896,-17.73160746268657,3.417412089552238,9.618947462686569,47.59914988,,-1.971358208955224,25.30559701492537,121.79289552238806,122.584776119403,-122.83081268,101.36270228,7.3792901,0.0,81.53582089552239,22.0,20.4,0.8545223880597015,100,True
,346,34600.0,2025-10-02 20:44:16.578000+00:00,2025-10-02 13:44:16.578,74656578,,,,,0.0,0.85,0.0,,,,0.0,0.95,0.0,7.384336842105263,7815.642105263158,0.5312736842105263,2.350842105263158,5.2882105263157895,-0.0926315789473684,5.104315789473684,0.0437215378947368,0.0274389294736842,1.514462842105263,-0.3721757473684211,-0.351858707368421,0.9937230631578948,5.5439458947368365,0.3515529473684209,5.836405052631579,47.59920047452631,,-2.246747368421053,25.044831578947367,122.53957894736844,123.33157894736844,-122.83076712547368,101.48779502694735,7.299437383368422,0.0,81.76526315789474,22.0,20.4,0.8558842105263158,100,True
,347,34700.0,2025-10-02 20:44:16.678000+00:00,2025-10-02 13:44:16.678,74656678,,,,,0.0,0.85,0.0,,,,0.0,0.95,0.0,7.331010989010989,7764.967032967032,0.532934065934066,3.877692307692308,8.374725274725275,0.1149450549450549,8.331868131868132,0.0448182978021978,0.0261196934065934,1.5044568131868132,-0.0316272967032967,-0.273038945054945,0.9895418021978022,-1.761938901098901,-2.41415010989011,6.880168351648352,47.5992071,,-2.8483626373626376,25.12651648351649,123.24291208791207,124.03393406593406,-122.83076116,101.50417622,7.28898048,0.0,81.40879120879121,22.0,20.4,0.856978021978022,100,True
,348,34800.0,2025-10-02 20:44:16.778000+00:00,2025-10-02 13:44:16.778,74656778,,,,,0.0,0.85,0.0,,,,0.0,0.95,0.0,7.304535714285715,7724.285714285715,0.5511785714285715,3.647142857142857,7.931785714285715,0.2103571428571428,7.888571428571429,0.0384513,0.0254612,1.49654,-0.0250656,-0.184328,0.987328,0.659764,0.294394,3.4916,47.5992071,,-2.740464285714286,25.02717857142857,124.00271428571428,124.79460714285716,-122.83076116,101.50417622,7.28898048,0.0,80.84285714285714,22.0,20.4,0.858,100,True
