ride_id,sample_idx,_elapsed_ms,ts_utc,ts_pst,ms_today,cf_accel,cf_brake,cf_cruise,cf_turn_left,cf_turn_right,cf_carve_left,cf_carve_right,cf_ascent,cf_descent,cf_traction_loss,cf_idle,cf_forward,cf_reverse,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_lat,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,input_voltage,temp_mos_max,temp_motor,battery_level,dt_ms,_on_grid
,485,48500.0,2025-10-02 20:44:30.478000+00:00,2025-10-02 13:44:30.478,74670478,0.15,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.662414141414141,8135.060606060606,0.573131313131313,6.441313131313131,12.962626262626262,0.0835353535353535,12.928484848484848,0.0400802686868686,-0.0002924857979797,1.9909533333333331,0.0905837333333333,-0.1724394444444444,0.996611616161616,-0.4880827272727277,-0.8557482828282827,6.770605555555556,47.59986252676768,,-3.950969696969697,26.57171717171717,224.1282323232323,224.9202323232323,-122.82996117666669,100.3239106630303,7.378018792323232,0.0,80.3,22.1,20.8,0.8802929292929293,100,True
,486,48600.0,2025-10-02 20:44:30.578000+00:00,2025-10-02 13:44:30.578,74670578,0.15,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.667857142857143,8147.571428571428,0.586,6.738571428571428,13.52,0.0671428571428571,13.465714285714286,0.0420400571428571,-0.0024484014285714,1.9771542857142856,0.1215172285714285,-0.2255487142857142,0.9944097142857142,-9.464798571428572,0.4840542857142857,8.34335,47.59988013,,-4.104285714285714,26.62942857142857,224.77757142857143,225.56957142857144,-122.82990571,100.13174692,7.09047508,0.0,80.24285714285713,22.1,20.8,0.8784285714285714,100,True
,487,48700.0,2025-10-02 20:44:30.678000+00:00,2025-10-02 13:44:30.678,74670678,0.15,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.67731343283582,8176.164179104478,0.5814477611940299,7.192835820895523,14.319253731343284,0.0197014925373134,14.281492537313431,0.0459281402985074,-0.0055105934328358,1.9626668656716415,-0.0322436029850746,-0.3036224029850746,0.9922190746268658,-8.904591641791045,-2.4039644776119404,9.455761940298506,47.59988013,,-4.278507462686568,26.760164179104475,225.3671343283582,226.1590597014925,-122.82990571,100.13174692,7.09047508,0.0,80.06268656716418,22.1,20.8,0.8767014925373134,100,True
,488,48800.0,2025-10-02 20:44:30.778000+00:00,2025-10-02 13:44:30.778,74670778,0.15,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.70044776119403,8197.805970149253,0.5859253731343284,8.021194029850747,15.81179104477612,0.1167164179104477,15.796417910447762,0.054962543283582,-0.007526727761194,1.94943552238806,0.1177173671641791,0.028083567164179,0.9909198208955224,-6.238808059701492,-3.4525092537313435,3.9883813432835815,47.59988013,,-4.563582089552239,26.93180597014925,226.1484776119403,226.93965671641791,-122.82990571,100.13174692,7.09047508,0.0,79.68955223880596,22.1,20.8,0.8737164179104477,100,True
,489,48900.0,2025-10-02 20:44:30.878000+00:00,2025-10-02 13:44:30.878,74670878,0.15,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.719313868613139,8245.715328467153,0.5942116788321168,8.652700729927007,16.907810218978103,0.0013138686131387,16.87007299270073,0.0532934656934306,-0.0100736394160583,1.944307299270073,0.046776,0.196233,0.9891939562043796,-8.304165109489052,-0.6041033576642332,2.0241910218978103,47.59988013,,-4.815620437956205,27.083394160583943,226.70712408759124,227.49812408759124,-122.82990571,100.13174692,7.09047508,0.0,79.71094890510949,22.1,20.8,0.8713357664233576,100,True
,490,49000.0,2025-10-02 20:44:30.978000+00:00,2025-10-02 13:44:30.978,74670978,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.788102040816327,8310.244897959185,0.599204081632653,8.824897959183673,17.113979591836735,-0.0542857142857142,17.06591836734694,0.0550680448979591,-0.0136061163265306,1.9363845918367344,0.0369834795918367,0.1571085739795918,0.9884497959183672,-11.657458163265307,0.8590813061224492,2.062511734693877,47.59988013,,-4.920020408163266,27.2635306122449,227.83394897959184,228.62494897959184,-122.82990571,100.13174692,7.09047508,0.0,79.8,22.1,20.8,0.8664183673469388,100,True
,491,49100.0,2025-10-02 20:44:31.078000+00:00,2025-10-02 13:44:31.078,74671078,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.876,8377.0125,0.6015874999999999,8.390875000000001,16.176375,-0.0263749999999999,16.14125,0.06550150125,-0.017986495,1.926098625,0.0938155225,0.144205953125,0.9900906,-3.158938374999998,0.3410933499999998,-1.35028275,47.59988013,,-4.80375,27.4619625,229.088,229.879,-122.82990571,100.13174692,7.09047508,0.0,79.9025,22.1,20.8,0.861,100,True
,492,49200.0,2025-10-02 20:44:31.178000+00:00,2025-10-02 13:44:31.178,74671178,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.89336496350365,8421.934306569343,0.6009927007299269,8.091970802919707,15.55058394160584,-0.0443795620437956,15.51058394160584,0.0653280423357664,-0.0194339102189781,1.9269605109489047,-0.090832505109489,0.0353269854014598,0.9916700583941606,18.116858248175184,-2.1977070072992704,0.7882684671532854,47.59988013,,-4.725613138686131,27.58356204379562,229.4237226277372,230.2147226277372,-122.82990571,100.13174692,7.09047508,0.0,79.86642335766423,22.1,20.8,0.8596642335766423,100,True
,493,49300.0,2025-10-02 20:44:31.278000+00:00,2025-10-02 13:44:31.278,74671278,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.928021276595745,8459.63829787234,0.6016170212765958,7.445106382978723,14.31936170212766,-0.0587234042553191,14.264042553191487,0.0665235872340425,-0.0196342617021276,1.921221489361702,-0.116949914893617,-0.1696332127659574,0.9929360425531916,22.46277319148936,-5.032525361702128,9.973197872340426,47.59988013,,-4.517425531914894,27.62953191489362,230.11391489361705,230.90491489361705,-122.82990571,100.13174692,7.09047508,0.0,79.92978723404255,22.1,20.8,0.8572340425531915,100,True
,494,49400.0,2025-10-02 20:44:31.378000+00:00,2025-10-02 13:44:31.378,74671378,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,7.9885,8495.630434782608,0.6160434782608696,6.474130434782609,12.507173913043475,-0.1876086956521739,12.423478260869564,0.0700716586956521,-0.0194710304347826,1.9023071739130435,0.1363021086956521,-0.099703,0.9934953695652174,9.936144999999996,-1.681274913043478,4.201176086956522,47.59988013,,-4.182978260869565,27.623891304347826,231.37102173913044,232.16202173913044,-122.82990571,100.13174692,7.09047508,0.0,80.56739130434782,22.1,20.8,0.8536956521739131,100,True
,495,49500.0,2025-10-02 20:44:31.478000+00:00,2025-10-02 13:44:31.478,74671478,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,8.035,8546.348837209302,0.5890232558139535,5.235581395348837,10.170232558139537,-0.3253488372093023,10.023023255813952,0.035372565116279,-0.0187823558139534,1.910387906976744,-0.0379021627906976,-0.2644824418604651,0.989487093023256,15.852481395348835,-0.4452962790697676,-2.927772093023256,47.59990128186047,,-3.701488372093024,27.619837209302325,232.33,233.121,-122.82986841697677,100.15501540255812,7.335088962790698,0.0,81.07441860465116,22.1,20.8,0.851,100,True
,496,49600.0,2025-10-02 20:44:31.578000+00:00,2025-10-02 13:44:31.578,74671578,0.4,0.0,0.0,,0.0,0.85,0.0,,,0.0,0.0,0.95,0.0,8.057816326530611,8553.734693877552,0.5690204081632653,1.783469387755102,3.622040816326531,-0.1324489795918367,3.49530612244898,0.0398521122448979,-0.0144799820408163,1.8978726530612244,0.1970722653061224,-0.0861239795918367,0.9872687551020408,-24.37786734693877,8.417784897959184,14.111004081632654,47.599928,,-2.2763673469387755,27.30438775510204,232.73008163265308,233.52108163265308,-122.82982131,100.18440717,7.64407492,0.0,81.48163265306123,22.1,20.8,0.851,100,True
,497,49700.0,2025-10-02 20:44:31.678000+00:00,2025-10-02 13:44:31.678,74671678,0.0,0.0,0.0,,0.0,0.85,0.0,,,0.4,0.0,0.95,0.0,8.0498,8530.0,0.5716,0.842,1.97,-0.022,1.694,0.06508764,-0.00524085,1.87739,0.15945322,-0.1906616199999999,0.9874452,-17.68562,6.175737999999999,7.697273999999999,47.599928,,-1.8146,27.1134,233.9378,234.7294,-122.82982131,100.18440717,7.64407492,0.0,81.56,22.1,20.8,0.8533999999999999,100,True
,498,49800.0,2025-10-02 20:44:31.778000+00:00,2025-10-02 13:44:31.778,74671778,0.0,0.0,0.0,,0.0,0.85,0.0,,,0.4,0.0,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,True
,499,49900.0,2025-10-02 20:44:31.878000+00:00,2025-10-02 13:44:31.878,74671878,0.0,0.0,0.0,,0.0,0.85,0.0,,,0.4,0.0,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,True
,500,50000.0,2025-10-02 20:44:31.978000+00:00,2025-10-02 13:44:31.978,74671978,0.0,0.0,0.0,,0.0,0.85,0.0,,,0.4,0.0,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,True
,501,50100.0,2025-10-02 20:44:32.078000+00:00,2025-10-02 13:44:32.078,74672078,,,,,0.0,0.85,0.0,,,,0.0,0.95,0.0,7.992925,8476.4875,0.5230375,-1.312625,-2.854375,-0.188375,-2.7655,0.06630805,0.0070503482499999,1.92021975,-0.161390125,0.24164715,0.9912179,24.630544,-3.807667125,-23.59620875,47.599928,,-0.962225,26.630025,235.3240125,236.115975,-122.82982131,100.18440717,7.64407492,0.0,83.2925,22.1,20.8,0.8573,100,True
,502,50200.0,2025-10-02 20:44:32.178000+00:00,2025-10-02 13:44:32.178,74672178,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.973816091954022,8393.494252873563,0.5247931034482759,-4.7058620689655175,-10.229540229885057,0.0650574712643678,-10.169540229885058,0.0290137101149425,0.0225122,2.016761379310345,0.15675,0.2761562183908046,0.9888188275862068,7.724359310344829,6.012099195402299,-14.596594252873563,47.599928,,0.538816091954023,25.802022988505747,237.62066666666664,238.4119310344828,-122.82982131,100.18440717,7.64407492,0.0,83.15287356321839,22.1,20.8,0.8660574712643678,100,True
,503,50300.0,2025-10-02 20:44:32.278000+00:00,2025-10-02 13:44:32.278,74672278,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.909267605633803,8305.74647887324,0.5166056338028169,-6.213943661971831,-13.900704225352111,-0.1512676056338028,-13.86605633802817,0.0001172673239436,0.0290667577464788,2.0387307042253524,-0.0588978309859155,0.2445429436619718,0.9890329295774648,15.557716901408453,6.849933661971831,-11.648071830985916,47.599928,,1.28443661971831,25.245774647887323,238.32360563380283,239.11560563380283,-122.82982131,100.18440717,7.64407492,0.0,83.7056338028169,22.1,20.8,0.8702676056338028,100,True
,504,50400.0,2025-10-02 20:44:32.378000+00:00,2025-10-02 13:44:32.378,74672378,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.862788732394367,8205.042253521127,0.4877323943661972,-8.502676056338029,-19.541549295774647,-0.4047887323943662,-19.577323943661973,-0.0200432678873239,0.0309183070422535,2.045871549295774,-0.115164028169014,0.436981676056338,0.9875188450704224,6.671097183098592,8.438166056338028,-5.787438028169014,47.599928,,2.421760563380282,24.550704225352117,238.7947323943662,239.5867323943662,-122.82982131,100.18440717,7.64407492,0.0,84.83239436619719,22.1,20.8,0.8737887323943662,100,True
,505,50500.0,2025-10-02 20:44:32.478000+00:00,2025-10-02 13:44:32.478,74672478,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.71321686746988,8020.759036144578,0.4860722891566265,-9.847349397590362,-23.834698795180724,0.2778313253012048,-23.73506024096385,0.0156194409638554,0.0534458216867469,2.046994337349398,0.3857627144578313,-0.2775396746987951,0.992662156626506,-20.876114819277102,9.618220481927713,0.4267195180722891,47.59992967204819,,3.321457831325301,23.690831325301207,239.9031807228916,240.6951807228916,-122.82981852361446,100.1752422487952,7.647092764939759,0.0,84.38192771084339,22.1,20.8,0.8842530120481927,100,True
,506,50600.0,2025-10-02 20:44:32.578000+00:00,2025-10-02 13:44:32.578,74672578,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.539571428571429,7870.0,0.4902857142857142,-7.574285714285715,-18.305714285714284,0.1957142857142857,-18.222857142857144,0.0249812857142857,0.0553990857142857,2.061068571428572,0.0765824714285714,0.1853270728571428,0.9944561428571428,7.544487142857143,-2.7359842857142858,-14.117485714285714,47.59997426,,2.1794285714285717,23.580571428571428,240.6422857142857,241.4342857142857,-122.82974422,99.93084435,7.72756863,0.0,83.85714285714286,22.1,20.8,0.8917142857142857,100,True
,507,50700.0,2025-10-02 20:44:32.678000+00:00,2025-10-02 13:44:32.678,74672678,0.0,0.75,0.0,,,,,,,0.0,0.0,0.95,0.0,7.442428571428572,7815.0,0.5017142857142857,-5.895714285714286,-14.034285714285714,0.0742857142857142,-13.987142857142857,0.0129317142857142,0.0525225142857142,2.0788614285714284,0.0347193285714285,0.0336174371428571,0.9940718571428572,3.7694728571428575,-4.416405714285714,-17.081914285714287,47.59997426,,1.3415714285714284,23.71842857142857,241.11371428571428,241.90571428571428,-122.82974422,99.93084435,7.72756863,0.0,83.64285714285714,22.1,20.8,0.8952857142857144,100,True
,508,50800.0,2025-10-02 20:44:32.778000+00:00,2025-10-02 13:44:32.778,74672778,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.357117647058823,7737.176470588235,0.4710588235294117,-7.131764705882353,-17.330588235294115,-0.2135294117647059,-17.318823529411763,0.0094296494117647,0.0530763294117647,2.1252529411764707,0.1252693352941176,0.1288270299999999,0.9948373529411764,5.051298235294118,0.5085434117647063,-18.634894117647057,47.59997426,,1.9523529411764704,23.204823529411765,242.14823529411763,242.94023529411768,-122.82974422,99.93084435,7.72756863,0.0,84.16470588235295,22.1,20.8,0.9025882352941176,100,True
,509,50900.0,2025-10-02 20:44:32.878000+00:00,2025-10-02 13:44:32.878,74672878,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.284847826086957,7672.347826086957,0.4691304347826087,-6.376739130434783,-15.549130434782608,0.0089130434782608,-15.509130434782609,-0.0070885319565217,0.0530450869565217,2.15357902173913,-0.1095936847826087,0.2686120760869565,0.9977045,4.114613369565217,0.6424707391304347,-15.358655434782609,47.59997426,,1.6362934782608696,23.13603260869565,242.89286956521735,243.68486956521735,-122.82974422,99.93084435,7.72756863,0.0,84.1054347826087,22.1,20.8,0.908217391304348,100,True
,510,51000.0,2025-10-02 20:44:32.978000+00:00,2025-10-02 13:44:32.978,74672978,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.220977611940299,7559.253731343284,0.4538059701492537,-7.141492537313433,-17.8710447761194,-0.0109701492537313,-17.832985074626865,-0.0229363567164179,0.054085847761194,2.183545970149254,0.1793956641791044,0.4092376567164179,1.001053656716418,0.4257550746268652,5.918665970149253,-18.76781492537313,47.59997426,,2.042313432835821,22.598626865671644,243.57821641791045,244.37021641791048,-122.82974422,99.93084435,7.72756863,0.0,84.2,22.1,20.8,0.9123880597014926,100,True
,511,51100.0,2025-10-02 20:44:33.078000+00:00,2025-10-02 13:44:33.078,74673078,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.151574626865672,7445.820895522388,0.4523134328358209,-6.768358208955224,-17.109850746268656,-0.0184328358208955,-17.08671641791045,-0.0250621776119403,0.0561239074626865,2.204053432835821,-0.2669453805970149,0.4323734776119403,1.0023894776119402,-13.417513582089557,2.471173432835821,-18.724083582089552,47.59997426,,1.913955223880597,22.341910447761197,244.0491119402985,244.8411119402985,-122.82974422,99.93084435,7.72756863,0.0,84.2,22.1,20.8,0.9153731343283582,100,True
,512,51200.0,2025-10-02 20:44:33.178000+00:00,2025-10-02 13:44:33.178,74673178,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,7.014988888888889,7336.855555555556,0.4546333333333333,-5.706888888888889,-14.571222222222222,0.3047777777777777,-14.498555555555557,-0.0182634222222222,0.0648583988888888,2.249290777777777,0.1077693,0.3162075111111111,1.0067077777777778,-3.831496111111111,8.350801222222222,-21.914224444444443,47.59997426,,1.440211111111111,22.17915555555556,245.00032222222225,245.79232222222225,-122.82974422,99.93084435,7.72756863,0.0,83.67333333333333,22.1,20.8,0.9221444444444444,100,True
,513,51300.0,2025-10-02 20:44:33.278000+00:00,2025-10-02 13:44:33.278,74673278,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.80947311827957,7212.075268817204,0.4444731182795699,-5.206344086021506,-13.416989247311829,-0.0327956989247312,-13.3752688172043,-0.0357607623655913,0.0650565752688172,2.2852691397849463,0.0383947924731182,0.0848807376344086,1.0074039784946236,8.933073333333333,0.853226010752687,-20.012875268817204,47.59997426,,1.2382795698924731,21.81756989247312,246.24633333333333,247.03833333333333,-122.82974422,99.93084435,7.72756863,0.0,83.6,22.1,20.8,0.928741935483871,100,True
,514,51400.0,2025-10-02 20:44:33.378000+00:00,2025-10-02 13:44:33.378,74673378,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.703295454545454,7103.613636363636,0.4277499999999999,-4.938863636363636,-12.889090909090909,-0.0706818181818181,-12.882272727272728,-0.0481448795454545,0.0636893795454545,2.311031590909091,0.0802994113636363,-0.0076925952272727,1.006898181818182,8.174710227272728,-5.157588409090908,-11.241511136363636,47.59997426,,1.1462272727272729,21.458386363636365,246.9405,247.7325,-122.82974422,99.93084435,7.72756863,0.0,83.7590909090909,22.1,20.8,0.9321363636363637,100,True
,515,51500.0,2025-10-02 20:44:33.478000+00:00,2025-10-02 13:44:33.478,74673478,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.598,6972.213483146067,0.4404269662921348,-3.1125842696629213,-8.228876404494383,0.2935955056179775,-8.136966292134831,-0.048040206741573,0.0592041898876404,2.331109662921348,-0.0491228707865168,-0.0351076056179775,1.006545393258427,4.367378539325843,-1.942196404494382,-8.536853146067417,47.59998253191012,,0.3860561797752809,21.414662921348317,247.494,248.286,-122.82972741123596,99.8055781311236,7.538213303932585,0.0,83.05842696629213,22.1,20.8,0.934,100,True
,516,51600.0,2025-10-02 20:44:33.578000+00:00,2025-10-02 13:44:33.578,74673578,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.566478260869565,6892.760869565217,0.4487391304347826,-1.524891304347826,-4.034891304347826,0.0964130434782608,-3.9496739130434784,-0.0640206836956521,0.0518772217391304,2.347599782608696,-0.028835775,0.1510193804347826,1.0053559782608694,1.3116056521739132,-1.584704456521739,-8.369745217391303,47.60001516,,-0.2388369565217391,21.48491304347826,247.6840760869565,248.4760760869565,-122.82966111,99.31147249,6.79131174,0.0,82.53152173913043,22.1,20.8,0.9343152173913044,100,True
,517,51700.0,2025-10-02 20:44:33.678000+00:00,2025-10-02 13:44:33.678,74673678,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.4877659574468085,6842.744680851064,0.4546595744680851,-0.0132978723404254,-0.1375531914893617,0.0744680851063829,-0.0487234042553192,-0.0648300223404255,0.0433888904255319,2.3548827659574467,-0.0532850021276595,0.0720884372340425,1.0036336170212763,-6.420960425531915,-1.4606610638297872,-5.506244574468084,47.60001516,,-0.8418297872340426,21.672840425531916,248.3308085106383,249.1228085106383,-122.82966111,99.31147249,6.79131174,0.0,82.36382978723404,22.1,20.8,0.9353936170212768,100,True
,518,51800.0,2025-10-02 20:44:33.778000+00:00,2025-10-02 13:44:33.778,74673778,0.0,0.75,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.444731707317073,6803.707317073171,0.476390243902439,2.239878048780488,5.538414634146342,0.2409756097560975,5.543170731707317,-0.070316731707317,0.0349000170731707,2.3689306097560974,-0.2167201951219512,0.0498188621951219,1.0027035365853658,3.449605731707317,-5.176495853658537,-9.555347195121952,47.60001516,,-1.8030121951219515,21.98029268292683,248.9878048780488,249.77928048780487,-122.82966111,99.31147249,6.79131174,0.0,81.63292682926829,22.1,20.8,0.936,100,True
,519,51900.0,2025-10-02 20:44:33.878000+00:00,2025-10-02 13:44:33.878,74673878,,,,0.0,,0.0,0.85,,,,0.0,0.95,0.0,6.415963235294117,6800.691176470588,0.4871397058823529,3.3907352941176474,8.332867647058825,0.1299264705882353,8.319411764705883,-0.0749338698529411,0.025054025,2.383623088235294,-0.0822723073529411,0.1768554044117647,1.0010902205882353,-8.425418749999999,-5.091342794117647,-11.805399264705883,47.60001516,,-2.3352720588235294,22.151867647058825,249.51490441176472,250.30590441176471,-122.82966111,99.31147249,6.79131174,0.0,81.3,22.1,20.8,0.9351029411764706,100,True
,520,52000.0,2025-10-02 20:44:33.978000+00:00,2025-10-02 13:44:33.978,74673978,0.1,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.410450549450549,6809.769230769231,0.4907252747252747,3.783956043956044,9.243076923076924,-0.0052747252747252,9.215824175824174,-0.0702780252747252,0.0161305346153846,2.397787802197802,0.0422001615384615,0.2022355494505494,0.999151043956044,-16.015013186813185,-2.993455714285714,-13.0423989010989,47.60001516,,-2.5135384615384617,22.226087912087912,249.9896923076923,250.78096703296703,-122.82966111,99.31147249,6.79131174,0.0,81.21758241758242,22.1,20.8,0.9337252747252748,100,True
,521,52100.0,2025-10-02 20:44:34.078000+00:00,2025-10-02 13:44:34.078,74674078,0.1,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.413043243243243,6824.632432432432,0.4945945945945946,5.059891891891891,12.139243243243245,0.0912432432432432,12.128432432432431,-0.0604960945945945,0.0059784074054054,2.414466972972973,-0.0595069183783783,0.1737695837837838,0.9946826972972972,-8.232427027027029,-7.534377783783784,-14.226977837837838,47.60001516,,-2.9901297297297296,22.453221621621623,250.5671783783784,251.3624864864865,-122.82966111,99.31147249,6.79131174,0.0,80.87135135135135,22.1,20.8,0.9324486486486488,100,True
,522,52200.0,2025-10-02 20:44:34.178000+00:00,2025-10-02 13:44:34.178,74674178,0.1,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.424935135135135,6823.551351351352,0.5081081081081081,6.530162162162163,15.431135135135134,0.1831351351351351,15.447351351351353,-0.0613696081081081,0.0012796938918918,2.4406345405405405,0.0034930275675675,0.0442301243243243,0.994499454054054,5.975140540540538,-7.037518324324324,-21.138383243243243,47.60001516,,-3.5258054054054053,22.63916756756757,251.0412324324324,251.84627027027025,-122.82966111,99.31147249,6.79131174,0.0,80.49297297297296,22.1,20.8,0.9308270270270272,100,True
,523,52300.0,2025-10-02 20:44:34.278000+00:00,2025-10-02 13:44:34.278,74674278,0.1,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.433992366412213,6866.763358778626,0.5232290076335878,8.779923664122137,20.23328244274809,0.1738931297709923,20.248320610687024,-0.0669491030534351,-0.003528923740458,2.464864732824428,0.0874081450381679,0.0236484083969465,0.9949491145038168,17.242403816793892,-7.725256641221374,-21.957352671755725,47.60001516,,-4.333511450381679,22.962916030534352,251.49807633587787,252.30807633587787,-122.82966111,99.31147249,6.79131174,0.0,79.85114503816793,22.1,20.8,0.92887786259542,100,True
,524,52400.0,2025-10-02 20:44:34.378000+00:00,2025-10-02 13:44:34.378,74674378,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.458978021978022,6952.065934065934,0.538978021978022,11.27021978021978,25.335384615384616,0.1037362637362637,25.32934065934066,-0.0798752978021978,-0.0123239436263736,2.488337582417582,0.1496946659340659,0.1253095549450549,0.9963625934065934,15.292836263736264,-8.171467692307692,-14.024333054945057,47.60001516,,-5.235714285714286,23.416021978021977,252.14698901098905,252.96074725274727,-122.82966111,99.31147249,6.79131174,0.0,79.02087912087912,22.1,20.8,0.9246263736263736,100,True
,525,52500.0,2025-10-02 20:44:34.478000+00:00,2025-10-02 13:44:34.478,74674478,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.557581395348837,7027.058139534884,0.5485697674418605,11.921511627906977,26.211395348837208,0.1466279069767442,26.218255813953487,-0.0926879011627907,-0.033026438372093,2.5109252325581397,0.0271635720930232,0.1485067802325581,0.999087453488372,-13.729987372093024,-4.722309186046512,-0.966684,47.60002269488372,,-5.519104651162791,23.83217441860465,253.50517441860464,254.334488372093,-122.82963616011628,99.16372877569768,6.569758380000001,0.0,78.63720930232559,22.13139534883721,20.8,0.9134302325581396,100,True
,526,52600.0,2025-10-02 20:44:34.578000+00:00,2025-10-02 13:44:34.578,74674578,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.632729166666667,7116.03125,0.5605416666666667,14.2375,30.50270833333333,0.0385416666666666,30.494166666666665,-0.0800097395833333,-0.0400942322916666,2.5170810416666667,-0.0470418385416666,0.0480109843749999,0.9993852708333332,-4.515113645833333,-4.537193010416667,-3.5496978125,47.60003916,,-6.32240625,24.269197916666663,254.17380208333333,255.003375,-122.82958164,98.8408814,6.08562326,0.0,78.371875,22.157291666666666,20.8,0.9074375,100,True
,527,52700.0,2025-10-02 20:44:34.678000+00:00,2025-10-02 13:44:34.678,74674678,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.719588235294118,7204.0,0.5815294117647059,15.485882352941177,32.51176470588236,0.1188235294117647,32.50764705882353,-0.0743389,-0.0492747411764705,2.5221064705882354,0.0730589411764706,0.2646332352941176,0.9973544705882352,-12.504982352941177,-2.2031765882352943,-1.1438758823529414,47.60003916,,-6.766882352941177,24.659117647058824,254.85429411764704,255.68329411764705,-122.82958164,98.8408814,6.08562326,0.0,77.93529411764706,22.1,20.8,0.9002941176470588,100,True
,528,52800.0,2025-10-02 20:44:34.778000+00:00,2025-10-02 13:44:34.778,74674778,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.804340206185567,7304.0,0.5801030927835051,15.30082474226804,31.75938144329897,-0.0550515463917525,31.726082474226803,-0.073935555670103,-0.0553960886597938,2.526965051546392,-0.0630494226804123,0.1673684845360824,0.9981533402061856,-1.9376979381443304,-4.967610824742268,-5.270072268041237,47.60003916,,-6.757082474226804,24.91807216494845,255.5144226804124,256.34342268041235,-122.82958164,98.8408814,6.08562326,0.0,78.00927835051547,22.1,20.8,0.8926701030927835,100,True
,529,52900.0,2025-10-02 20:44:34.878000+00:00,2025-10-02 13:44:34.878,74674878,0.8,0.0,0.0,0.0,,0.0,0.85,,,0.0,0.0,0.95,0.0,6.8773437500000005,7389.234375,0.5823671874999999,15.221953125,31.3071875,-0.03265625,31.27671875,-0.08116459140625,-0.0585545515625,2.53718125,-0.13386637734375,0.09928046484375,0.998946078125,6.792666796875,-3.58090375,-8.899353203125,47.60003916,,-6.764859375,25.13640625,256.0515703125,256.8810625,-122.82958164,98.8408814,6.08562326,0.0,77.9046875,22.14921875,20.8,0.8865546875,100,True
