ride_id,sample_idx,_elapsed_ms,ts_utc,ts_pst,video_ts_anchor,ms_today,cf_accel,cf_brake,cf_cruise,cf_turn_left,cf_turn_right,cf_carve_left,cf_carve_right,cf_ascent,cf_descent,cf_traction_loss,cf_idle,cf_forward,cf_reverse,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_lat,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,input_voltage,temp_mos_max,temp_motor,battery_level,dt_ms,_on_grid
ride_50,0,0.0,2025-10-02 20:51:26.671000+00:00,2025-10-02 13:51:26.671,00:00:04.5,75086671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.25,0.02,-0.25,-0.0461486,0.358942,1.59952,-0.356569,0.0507606,0.925628,1.53077,-0.225129,0.609599,47.60062722,0.0,0.004,0.011,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,1,100.0,2025-10-02 20:51:26.771000+00:00,2025-10-02 13:51:26.771,00:00:04.6,75086771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0752720435294117,0.3010129764705882,-1.5286723529411763,-0.2920487176470588,-0.0712353647058823,0.9467768941176472,-0.1346273235294117,0.1414954,-0.0210341847058823,47.60062722,,0.006,-0.0730823529411764,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,2,200.0,2025-10-02 20:51:26.871000+00:00,2025-10-02 13:51:26.871,00:00:04.7,75086871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0753428065217391,0.3012682391304347,-1.5288315217391304,-0.2920733695652174,-0.0681208152173913,0.9468846086956522,-0.0691745239130434,0.3148444869565218,-0.0117467282608695,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,3,300.0,2025-10-02 20:51:26.971000+00:00,2025-10-02 13:51:26.971,00:00:04.8,75086971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0754623727272727,0.3015378636363636,-1.528944318181818,-0.2941142045454545,-0.0707203636363636,0.946847568181818,-0.0841206454545454,0.0734678318181818,0.093416409090909,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,4,400.0,2025-10-02 20:51:27.071000+00:00,2025-10-02 13:51:27.071,00:00:04.9,75087071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0755488235294117,0.3015835882352941,-1.5290835294117646,-0.295591,-0.0718463411764705,0.9466373529411763,-0.0671087411764705,0.0914164411764705,0.1554363529411764,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,5,500.0,2025-10-02 20:51:27.171000+00:00,2025-10-02 13:51:27.171,00:00:05.0,75087171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0754598,0.3015609999999999,-1.52929,-0.293035,-0.07102185,0.946383,0.0780035999999999,0.04932905,0.0666622499999999,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,6,600.0,2025-10-02 20:51:27.271000+00:00,2025-10-02 13:51:27.271,00:00:05.1,75087271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0752256638297872,0.3016417659574468,-1.529528510638298,-0.2942687872340425,-0.073065044680851,0.9463518510638296,0.1485821063829787,0.0493651531914893,0.0701880531914893,47.60062722,,0.006,-0.0733617021276595,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,7,700.0,2025-10-02 20:51:27.371000+00:00,2025-10-02 13:51:27.371,00:00:05.2,75087371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0750116666666666,0.3017762666666667,-1.5297366666666667,-0.2924339333333333,-0.0733588066666666,0.9464178,0.1552808,0.0501466066666666,0.1465436,47.60062722,,0.006,-0.0737333333333333,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,8,800.0,2025-10-02 20:51:27.471000+00:00,2025-10-02 13:51:27.471,00:00:05.3,75087471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0747309952941176,0.3018692705882353,-1.5299688235294118,-0.2920393294117647,-0.0716690294117647,0.9463816588235294,0.0945636564705882,0.1129779776470588,0.1699671294117647,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.93515773,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,9,900.0,2025-10-02 20:51:27.571000+00:00,2025-10-02 13:51:27.571,00:00:05.4,75087571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0744396578947368,0.3019905789473684,-1.5301884210526315,-0.2935268947368421,-0.0708183210526315,0.9464426842105264,0.130706147368421,0.2156490526315789,0.1176637578947368,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.87186582052632,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,10,1000.0,2025-10-02 20:51:27.671000+00:00,2025-10-02 13:51:27.671,00:00:05.5,75087671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0742648695652174,0.3022800434782609,-1.530349347826087,-0.2961626521739131,-0.06900905,0.9465707173913044,0.0590146841304347,0.1268568086956521,0.0583688282608695,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.23695652173913,0.886,100,True
,11,1100.0,2025-10-02 20:51:27.771000+00:00,2025-10-02 13:51:27.771,00:00:05.6,75087771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0742906780821917,0.3024217123287671,-1.5304306849315068,-0.2958833287671232,-0.0694218616438356,0.9465769178082192,-0.0578331342465753,0.0490913972602739,0.0434463904109589,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.245205479452054,0.886,100,True
,12,1200.0,2025-10-02 20:51:27.871000+00:00,2025-10-02 13:51:27.871,00:00:05.7,75087871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0744326818181818,0.3024815909090909,-1.5305072727272728,-0.2951835,-0.0716495954545454,0.9465106818181818,-0.1156229090909091,0.049470159090909,0.0804549318181818,47.60062722,,0.006,-0.0737727272727272,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,13,1300.0,2025-10-02 20:51:27.971000+00:00,2025-10-02 13:51:27.971,00:00:05.8,75087971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0747773072289156,0.3027248915662651,-1.5306269879518073,-0.2969599759036145,-0.0731675469879518,0.9464720963855422,-0.1376553734939759,0.104019948192771,0.1362467036144578,47.60062722,,0.006,-0.0733855421686747,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,14,1400.0,2025-10-02 20:51:28.071000+00:00,2025-10-02 13:51:28.071,00:00:05.9,75088071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0749699538461538,0.3029093846153846,-1.53074,-0.2948273076923077,-0.0714176307692307,0.946396846153846,-0.0826814769230769,0.2271840769230769,0.0816428692307692,47.60062722,,0.006,-0.074,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,15,1500.0,2025-10-02 20:51:28.171000+00:00,2025-10-02 13:51:28.171,00:00:06.0,75088171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0749203388235294,0.3031051294117647,-1.530916,-0.2931969529411764,-0.0683071011764705,0.9462892588235294,-0.0700326494117646,-0.0277443411764706,0.019674314117647,47.60062722,,0.006,-0.0733176470588235,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.3,0.886,100,True
,16,1600.0,2025-10-02 20:51:28.271000+00:00,2025-10-02 13:51:28.271,00:00:06.1,75088271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0749016588888888,0.3030138666666667,-1.5310916666666667,-0.2934302333333333,-0.0726234988888888,0.9460236444444444,-0.0788468977777777,0.1228593222222222,0.0312613888888888,47.60062722,,0.006,-0.0738111111111111,1289.97,1295.89,-122.8251012,100.84265417,0.0,0.0,81.4,25.6,29.3,0.886,100,True
