ride_id,sample_idx,_elapsed_ms,ts_utc,ts_pst,video_ts_anchor,ms_today,cf_accel,cf_brake,cf_cruise,cf_turn_left,cf_turn_right,cf_carve_left,cf_carve_right,cf_ascent,cf_descent,cf_traction_loss,cf_idle,cf_forward,cf_reverse,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_lat,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,input_voltage,temp_mos_max,temp_motor,battery_level,dt_ms,_on_grid
ride_34,0,0.0,2025-09-28 21:07:39.643000+00:00,2025-09-28 14:07:39.643,00:00:04.0,76059643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.01,-0.03,0.0361716,0.298596,-0.0726722,-0.296988,-0.0193005,0.944663,4.96112,-0.700204,2.0703,47.59978355,0.0,-0.014,-0.02,2683.79,2690.11,-122.83741389,125.07193039,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,1,100.0,2025-09-28 21:07:39.743000+00:00,2025-09-28 14:07:39.743,00:00:04.1,76059743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0605716918518518,0.3298258074074074,-3.049961259259259,-0.3233785259259259,-0.055510017037037,0.9373818444444444,0.016187557037037,-0.0243149577777777,0.1163040592592592,47.59978355,,-0.0600592592592592,-0.042,2683.79,2690.11,-122.83741389,125.06681383414816,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,2,200.0,2025-09-28 21:07:39.843000+00:00,2025-09-28 14:07:39.843,00:00:04.2,76059843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.06068784,0.3297984,-3.050102,-0.3210726,-0.06195898,0.9374174,0.07690452,-0.07515318,0.2156047999999999,47.59978355,,-0.0608,-0.042,2683.79,2690.11,-122.83741389,125.002856886,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,3,300.0,2025-09-28 21:07:39.943000+00:00,2025-09-28 14:07:39.943,00:00:04.3,76059943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0607574590361445,0.3298727951807229,-3.0503598795180724,-0.3221905662650602,-0.0612778313253012,0.9375386987951808,0.031967369879518,-0.0888244421686747,0.247796891566265,47.59978355,,-0.061,-0.042,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
ride_34,4,400.0,2025-09-28 21:07:40.043000+00:00,2025-09-28 14:07:40.043,00:00:04.4,76060043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0610017,0.329859,-3.05067,-0.324032,-0.0594406,0.937496,-0.210102,0.048509,-0.0134605,47.59978355,0.0,-0.061,-0.042,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,5,500.0,2025-09-28 21:07:40.143000+00:00,2025-09-28 14:07:40.143,00:00:04.5,76060143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0611467086956521,0.3297974782608696,-3.050849565217391,-0.320921304347826,-0.0517947826086956,0.9526551739130434,-0.9877608695652172,0.4485898,0.2962710869565217,47.59978355,,-0.0600869565217391,-0.0419130434782608,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,6,600.0,2025-09-28 21:07:40.243000+00:00,2025-09-28 14:07:40.243,00:00:04.6,76060243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0608211705882352,0.3298886117647059,-3.051220235294118,-0.3202536117647059,-0.0538077294117647,0.937348188235294,0.1082226588235294,-0.0059915411764705,0.2138026117647058,47.59978355,,-0.0608117647058823,-0.041,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,7,700.0,2025-09-28 21:07:40.343000+00:00,2025-09-28 14:07:40.343,00:00:04.7,76060343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0606167488888888,0.3299316333333333,-3.0515764444444446,-0.3195649333333333,-0.0595269333333333,0.9373124888888889,0.0201934222222222,0.0261260811111111,0.1555179777777777,47.59978355,,-0.0603444444444444,-0.0413444444444444,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,8,800.0,2025-09-28 21:07:40.443000+00:00,2025-09-28 14:07:40.443,00:00:04.8,76060443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.060395852688172,0.3300122795698925,-3.051901075268817,-0.3181646021505376,-0.0566070387096774,0.937298989247312,0.2717519354838709,0.0735325698924731,0.2250967741935483,47.59978355,,-0.0605591397849462,-0.0415591397849462,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
,9,900.0,2025-09-28 21:07:40.543000+00:00,2025-09-28 14:07:40.543,00:00:04.9,76060543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0600783233576642,0.3301784379562044,-3.052209635036496,-0.3190908905109489,-0.0562593649635036,0.9373570364963504,0.130748405839416,0.1660441240875912,0.1872794452554744,47.59978355,,-0.0603503649635036,-0.0413503649635036,2683.79,2690.11,-122.83741389,124.98558851,0.0,0.0,80.8,28.8,37.0,0.841,100,True
